text,date,evento,sentiment,score
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT hates muslims hates women hates POC hates LGBTQ hates disabled doesnÃ â â t believe in climate change leads in polls,,,NEG,0.9185
RT We can no longer afford to respond to the threat of climate change with denials or obstruction especially at the highes,,,NEG,0.7961
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT If global warming doesn't exist then why is Club Penguin shutting down?? Stay woke,,,NEG,0.5164
nothing. you have an entire political party that went from acknowledgeing climate change in 2008 to saying now it's a myth.,,,NEG,0.8135
"RT Anyone who does not believe in climate change and the intensity of its impact does not, in any way, belong in a positionÃ â Â",,,NEG,0.8017
"RT i am so annoyed by people who say because it still snows, global warming is a myth. i guess birds disprove gravity to",,,NEG,0.8872
Donald Trump's climate change denying EPA chief told Carbon dioxide is causing global warming HNG NEWS,,,NEG,0.7384
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
RT Can't believe we have to waste time convincing people climate change is real. You believe religion off blind faith but caÃ â Â,,,NEG,0.8863
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
Rick Perry denies the science of climate change. How will he lead an agency tasked w using science to advance energ,,,NEG,0.7294
RT how are there actually people who dont believe in global warming amp climate change? like are we not living on the same bleak,,,NEG,0.6129
Seeing that trump literally doesn't believe in climate change is overwhelming to see among other things.,,,NEG,0.8882
RT China is now explaining the history of climate change science politics 2 underscore to Trump they didnt do a hoax. GodÃ â Â,,,NEU,0.6913
It's high time we consider as 'TERRORISTS' to those politicians who deny climate change and are bought by lobbyists.,,,NEG,0.7962
"RT Exxon lied about global warming for decades, and funded disinfo campaigns about it. Now their CEO is our Secretary of S",,,NEG,0.8409
RT Trump s climate change denial is a weakness that Beijing knows it can exploit.,,,NEG,0.8295
"RT Nobody personally sees any evidence of climate change. When the funding is cut off, the scam dies.",,,NEG,0.8087
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT We stood strong today at 's office in Doral to tell him to reject Trump's climate change denying cabinet,,,NEU,0.6823
RT Two articles in today's Guardian highlight stupidity of Trump and his climate change denying buddies here's one,,,NEG,0.8511
RT Global warming is an undeniable fact. Myron Ebell is not a scientist and is an open climate change denier.,,,NEG,0.5146
climate change is fraud earths climate has changed 1000 times in last million years without range rovers,,,NEG,0.6344
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT I believe that man made global warming is a devious money making scam designed to feather the nests of the rich at the,,,NEG,0.7398
RT ltoddwood '50BlueStates no that is not true...the 4 did not get their sign off...its a lie...just like climate change...why they don't w,,,NEG,0.827
RT Science deniers and oil companies are trying to impede us in the fight against climate change. RT if you ll stand up to t,,,NEG,0.829
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
"RT He's pretending not to believe in climate change to make a profit. The WORLD is on board for a deal to help SAVE it, and he tur",,,NEG,0.6515
RT We are so fucked. Trump picks climate change denier for EPA team,,,NEG,0.935
RT HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoaxÃ â Â,,,NEU,0.6152
RT can you believe paul rudd singlehandedly ended global warming,,,NEU,0.5721
Imagine not believing in climate change,,,NEG,0.5459
3 his followers don't believe in climate change so of course they'd pick the more obscene option,,,NEG,0.8229
RT Judge orders Exxon to hand over documents related to climate change for probe into whether company lied to public,,,NEU,0.6502
RT Time to remind MAGA that Trump believes in global warming when it comes to his own properties. Just not yours.,,,NEU,0.5658
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT Record breaking STUPIDITY makes you a Green Party Leader. We all know climate change is a scam. Give it up morons.,,,NEG,0.9432
Ocean Sciences Article of the Day TrumpÃ â â s denial of catastrophic climate change is clear danger Washington Post,,,NEG,0.6456
"Tucker global warming its June 1st and its 55 degrees! This climate change is a scam! Obama,Clintons",,,NEG,0.8305
RT Partisans in America are worlds apart in their beliefs about climate change,,,NEU,0.5296
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
RT G7Summit trump ParisAgreement climatechange seems your the only one at G7 who thinks climate change is a Chinese hoax,,,NEG,0.5098
RT its like Christmas if I got a choice between a broken toy and a toy that believes climate change is a ChiÃ â Â,,,NEG,0.6066
I am so happy he is not going to cater to the climate change alarmists.,,,POS,0.6948
RT Hates LGBTQ community. Doesn't believe in climate change. Destroyed Race For The Cure over her own politics. Handel,,,NEG,0.9264
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT Theresa May's new DUP friends are climate change deniers on the scale of Trump,,,NEG,0.5137
RT idk how people do not believe in global warming. thats wild,,,NEG,0.7401
"RT Yeah Cathy, Did my SUV cause this ? MANN MADE UP global warming is a scam",,,NEG,0.9059
RT i can't believe the possible president of our country thinks global warming is a hoax,,,NEG,0.8953
"RT . Any news on blocking climate change deniers,hate speech Breitbart?Look at the headline nxt to ur ad!P",,,NEU,0.5487
RT Pruitt is not a climate change denier. He is a brave acceptor that climate change is a naturally recurring process. PruittS,,,NEU,0.7988
"RT Do you believe climate change is driven by humans CO2 or is a natural, cyclical phenomenon? climatemarch",,,NEU,0.8955
"RT She works for an admin that defunds scientists, denies climate change, destroys national parks. If they could ruin",,,NEG,0.9274
RT If u don't believe in climate change plz remove yourself from my life thx,,,NEG,0.8254
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
Should've been talking about this sooner. If we elect someone who claims climate change is 'Chinese hoax'...,,,NEG,0.8136
RT EPA flooded with phone calls after EPA head denies CO2 role in climate change report,,,NEU,0.6291
"RT He expands Medicaid, pursues criminal justice reform, and believes in climate change. As",,,NEU,0.6109
RT amp Donald Trump wants you know this proves NASA's part of that whole Chinese climate change hoax.,,,NEG,0.6016
RT climate change is a hoax! Anways what would a hurricane have to do with it?,,,NEG,0.8733
RT Naming cyclones after climate change deniers or fossil fuel shills should be a thing cyclonedebbie,,,NEG,0.5464
RT And now the House Science Committee recommends a climate change denial post at Breitbart by Delingpole h,,,NEU,0.6044
"RT IVotedBecause I believe in equality, we need comprehensive immigration reform, I am pro choice and global warming IS real. Ã â Â",,,NEU,0.5291
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
And he doesn't believe in climate change does he want his little family to die in future generations cuz idts cuz he's obsessed with them,,,NEG,0.8718
RT The people who predicted parts of Manhattan would be underwater by 2008 due to climate change are concerned about 'fakeÃ â Â,,,NEG,0.6606
RT And there are many people in power who think climate change is 'not real'.,,,NEG,0.6489
Birds and butterflies could be hit by climate change,,,NEU,0.6767
RT Pope Francis gave Trump a book of his writings on 'climate change.' He wants to tax cars while he lives in a palace amp flies a,,,NEG,0.5975
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT Trump's Defense Secretary thinks climate change is a national security threat. Trump thinks it's a hoax.,,,NEG,0.7713
RT now is a really good time to cut meat out of ur diet considerin trump doesnt believe in global warming n doesnt care ab,,,NEU,0.4682
RT Want to change the mind of a global warming denier? More data probably won't help.,,,NEG,0.8299
"RT Earth Day 2017 with a climate change denier in the White House, experts are fighting back.",,,NEG,0.6635
"RT Coalition of chaos the DUP are anti abortion, anti LGBT rights amp climate change deniers.",,,NEG,0.9063
I'd say America's even stranger but the BBC give Melanie Phillips a televised platform for climate change denial so,,,NEG,0.6792
"RT SonnyPerdue has a history of climate change denial, corruption, cronyism and advocating voter ID laws. 87 11 vote. Shamef",,,NEG,0.9295
WH official briefing reporters on ParisAgreement could not say if believes human activity contributes to climate change.,,,NEU,0.6537
